Database;species;species_tpl;plant.duration;Germination_p;Height_cm;LDMC_mg.g;LeafN.mass_mg.g;Root.diameter_mm;RootN.mass_mg.g;RS.ratio;Seed.mass_mg;SLA_mm2.mg;SRL_m.g;RMF_g.g;Root.depth_cm;Root.tissue.density_g.cm3
TRY;Sorghastrum nutans;Sorghastrum nutans;perennial;NA;NA;376.1092797;12.91421233;NA;NA;NA;1.906333333;24.43855966;NA;NA;NA;NA
TRY;Sorghum halepense;Sorghum halepense;perennial;88.75;NA;NA;22.2;NA;NA;NA;3.712;NA;NA;NA;NA;NA
TRY;Sporobolus contractus;Sporobolus contractus;perennial;50;104.4762857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Sporobolus cryptandrus;Sporobolus cryptandrus;perennial;100;190;NA;12.97358435;NA;NA;NA;0.1155;29.8;NA;NA;NA;NA
TRY;Sporobolus indicus;Sporobolus indicus;perennial;100;NA;NA;NA;NA;NA;NA;0.1575;NA;NA;NA;NA;NA
TRY;Stipa comata;Stipa comata;perennial;78;NA;NA;29.3;0.02;22.5;NA;3.77;16.95;NA;NA;NA;NA
TRY;Stipa parviflora;Stipa parviflora;perennial;95;NA;NA;10.65666667;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Stipa pennata;Stipa pennata;perennial;NA;NA;NA;13.2;NA;NA;NA;27.1948;NA;NA;NA;NA;NA
TRY;Stipa spartea;Stipa spartea;perennial;NA;NA;438.9917494;14.01546154;NA;18;NA;15.45;10.4714483;NA;NA;NA;NA
TRY;Stipa speciosa;Stipa speciosa;perennial;NA;NA;NA;NA;NA;NA;NA;4.43;NA;NA;NA;NA;NA
TRY;Themeda triandra;Themeda triandra;perennial;80;71.65138889;NA;13.63142857;0.02625;NA;NA;2.642681818;NA;NA;NA;NA;NA
TRY;Thyridolepis mitchelliana;Thyridolepis mitchelliana;perennial;NA;NA;NA;NA;NA;NA;NA;1.8455;NA;NA;NA;NA;NA
TRY;Trachypogon spicatus;Trachypogon spicatus;perennial;NA;200;NA;11.3375;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Tridens flavus;Tridens flavus;perennial;NA;30;NA;NA;NA;NA;NA;0.95;NA;NA;NA;NA;NA
TRY;Trisetum flavescens;Trisetum flavescens;perennial;100;NA;307.6666667;30.1;NA;NA;NA;0.311911765;22.34834577;NA;NA;NA;NA
TRY;Trisetum spicatum;Trisetum spicatum;perennial;NA;46.832;NA;NA;NA;NA;NA;0.418;NA;NA;NA;NA;NA
TRY;Tristachya leucothrix;Tristachya leucothrix;perennial;NA;57.825;NA;9.566666667;0.036666667;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Aristida contorta;Aristida contorta;1|2;NA;8.75;NA;NA;NA;NA;NA;2.926;NA;NA;NA;NA;NA
TRY;Aristida holathera;Aristida holathera;1|2;NA;NA;NA;7.85;0.0375;NA;NA;NA;NA;NA;NA;NA;NA
TRY;Enneapogon avenaceus;Enneapogon avenaceus;1|2;100;30;NA;NA;NA;NA;NA;1.084;NA;NA;NA;NA;NA
TRY;Enneapogon polyphyllus;Enneapogon polyphyllus;1|2;NA;NA;NA;10.8;0.06;NA;NA;2.219;6.933;NA;NA;NA;NA
TRY;Eriachne aristidea;Eriachne aristidea;1|2;NA;30;NA;7.3;0.09;NA;NA;1.4;NA;NA;NA;NA;NA
TRY;Lolium multiflorum;Lolium multiflorum;1|2;80;45;265;NA;NA;NA;NA;2.937275862;29.424;NA;NA;NA;NA
TRY;Sphenopholis obtusata;Sphenopholis obtusata;1|2;NA;NA;NA;NA;NA;NA;NA;0.09;NA;NA;NA;NA;NA
TRY;Panicum maximum;Panicum maximum;2|1;91.25;187.5;NA;17.95118658;0.03;NA;NA;0.815;NA;NA;NA;NA;NA
Groot;Agrostis capillaris;Agrostis capillaris;perennial;NA;NA;NA;NA;0.175276095;8.637588531;NA;NA;NA;141.2639378;0.425077037;NA;0.230872486
Groot;Aira elegans;Aira elegans;annual;NA;NA;NA;NA;0.228;NA;NA;NA;NA;760.85;0.185924967;6.6;NA
Groot;Aristida ramosa;Aristida ramosa;perennial;NA;NA;NA;NA;0.4475;NA;NA;NA;NA;80.15;0.233939712;52.7;NA
Groot;Bothriochloa macra;Bothriochloa macra;perennial;NA;NA;NA;NA;0.365;NA;NA;NA;NA;99.25;0.345081288;52.3;NA
Groot;Brachypodium pinnatum;Brachypodium pinnatum;perennial;NA;NA;NA;NA;0.22129993;7.10106212;NA;NA;NA;207.6695041;0.45742541;NA;0.186379697
Groot;Brachypodium sylvaticum;Brachypodium sylvaticum;perennial;NA;NA;NA;NA;0.13;9.35;NA;NA;NA;161;NA;NA;0.31
Groot;Bromus erectus;Bromus erectus;perennial;NA;NA;NA;NA;0.273789089;7.243150315;NA;NA;NA;157.1212818;0.478609045;89.4;0.174709631
Groot;Dactylis glomerata;Dactylis glomerata;perennial;NA;NA;NA;NA;0.256879613;8.170753746;NA;NA;NA;304.2076965;0.484069109;79.6666667;0.138583824
Groot;Deschampsia cespitosa;Deschampsia cespitosa;perennial;NA;NA;NA;NA;0.206048414;9.504294333;NA;NA;NA;364.9892355;0.463646707;NA;0.170736151
Groot;Festuca arundinacea;Festuca arundinacea;perennial;NA;NA;NA;NA;0.383552278;9.306666667;NA;NA;NA;167.503371;0.386256373;141.5;0.208261132
Groot;Festuca rubra;Festuca rubra;perennial;NA;NA;NA;NA;0.135688339;8.260993354;NA;NA;NA;348.147287;0.278900454;33.6666667;0.233235525
Groot;Holcus lanatus;Holcus lanatus;perennial;NA;NA;NA;NA;0.200770082;7.466384427;NA;NA;NA;311.996707;0.439309966;60;0.210999112
Groot;Lolium perenne;Lolium perenne;perennial;NA;NA;NA;NA;0.37800445;8.669534316;NA;NA;NA;220.8471095;0.484061808;95.5;0.104845371
Groot;Phleum pratense;Phleum pratense;perennial;NA;NA;NA;NA;0.185683461;9.288873885;NA;NA;NA;393.5587203;0.326589163;15.2857143;0.155576899
Groot;Poa labillardierei;Poa labillardierei;perennial;NA;NA;NA;NA;0.2545;NA;NA;NA;NA;148.8;0.35351759;63.2;NA
Groot;Rytidosperma caespitosum;Rytidosperma caespitosum;perennial;NA;NA;NA;NA;0.271;NA;NA;NA;NA;168.7;0.293839227;66;NA
Groot;Themeda triandra;Themeda triandra;perennial;NA;NA;NA;NA;0.31625;4.35;NA;NA;NA;61.55;0.371850902;58.25;0.6525
Groot;Vulpia bromoides;Vulpia bromoides;annual;NA;NA;NA;NA;0.2945;NA;NA;NA;NA;417.75;0.405441865;49.95;NA
Groot;Alopecurus magellanicus;Alopecurus magellanicus;perennial;NA;NA;NA;NA;NA;6.7;NA;NA;NA;NA;NA;NA;NA
Groot;Deschampsia flexuosa;Deschampsia flexuosa;perennial;NA;NA;NA;NA;NA;7.09314162;NA;NA;NA;196.6766667;0.357471274;NA;NA
Groot;Festuca ovina;Festuca ovina;perennial;NA;NA;NA;NA;0.205406167;7.790299962;NA;NA;NA;180.6632143;0.346186217;27.5025;0.18
Groot;Nardus stricta;Nardus stricta;perennial;NA;NA;NA;NA;0.29075;8.674398438;NA;NA;NA;32.78959999;0.425;NA;NA
Groot;Phippsia algida;Phippsia algida;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.316306666;NA;NA
Groot;Agrostis gigantea;Agrostis gigantea;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.387208633;NA;NA
Groot;Agrostis stolonifera;Agrostis stolonifera;perennial;NA;NA;NA;NA;0.140593939;6.2;NA;NA;NA;353.7043306;0.363783369;NA;0.212659866
Groot;Agrostis vinealis;Agrostis vinealis;perennial;NA;NA;NA;NA;NA;5.944735451;NA;NA;NA;95.79514194;0.326865672;NA;NA
Groot;Alopecurus bulbosus;Alopecurus bulbosus;perennial;NA;NA;NA;NA;0.142;NA;NA;NA;NA;NA;NA;NA;0.189
Groot;Alopecurus geniculatus;Alopecurus geniculatus;perennial;NA;NA;NA;NA;0.178933333;NA;NA;NA;NA;159.7581014;0.641626464;NA;0.146255742
Groot;Alopecurus pratensis;Alopecurus pratensis;perennial;NA;NA;NA;NA;0.305414955;9.698958476;NA;NA;NA;230.6921222;0.737219012;NA;0.069943613
Groot;Ammophila arenaria;Ammophila arenaria;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.255;NA;NA
Groot;Anthoxanthum odoratum;Anthoxanthum odoratum;perennial;NA;NA;NA;NA;0.166926463;9.602981942;NA;NA;NA;344.3025853;0.534301054;15.5;0.107066623
Groot;Arrhenatherum elatius;Arrhenatherum elatius;perennial;NA;NA;NA;NA;0.304707692;8.902914385;NA;NA;NA;190.1954961;0.590536924;NA;0.119407807
Groot;Avena sativa;Avena sativa;annual;NA;NA;NA;NA;0.496;NA;NA;NA;NA;116.019;0.281555556;NA;0.046
Groot;Briza media;Briza media;perennial;NA;NA;NA;NA;0.171363333;2.042559524;NA;NA;NA;288.6987236;0.470096477;NA;0.179667951
Groot;Bromus inermis;Bromus inermis;perennial;NA;NA;NA;NA;0.281416667;17.20145333;NA;NA;NA;108.7724975;0.559941695;NA;0.268601793
Groot;Calamagrostis arundinacea;Calamagrostis arundinacea;perennial;NA;NA;NA;NA;NA;9.422203803;NA;NA;NA;308.595238;NA;NA;NA
Groot;Calamagrostis epigejos;Calamagrostis epigejos;perennial;NA;NA;NA;NA;NA;6.6;NA;NA;NA;57.46375;0.334993837;NA;NA
Groot;Calamagrostis purpurea;Calamagrostis purpurea;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA
Groot;Calamagrostis stricta;Calamagrostis stricta;perennial;NA;NA;NA;NA;NA;8.9;NA;NA;NA;NA;NA;NA;NA
Groot;Corynephorus canescens;Corynephorus canescens;perennial;NA;NA;NA;NA;NA;1.65297619;NA;NA;NA;432.6;0.314558153;NA;NA
Groot;Cynosurus cristatus;Cynosurus cristatus;perennial;NA;NA;NA;NA;0.200318519;8.984294197;NA;NA;NA;360.0166897;0.499845166;NA;0.080059987
Groot;Danthonia decumbens;Danthonia decumbens;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.46;NA;NA
Groot;Elymus hispidus;Elymus hispidus;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;147.32;NA
Groot;Elymus repens;Elymus repens;perennial;NA;NA;NA;NA;0.258457785;16.42030861;NA;NA;NA;91.89875611;0.453232931;243.84;0.220460629
Groot;Festuca filiformis;Festuca filiformis;perennial;NA;NA;NA;NA;0.1;4.9;NA;NA;NA;NA;NA;NA;0.32
Groot;Festuca pratensis;Festuca pratensis;perennial;NA;NA;NA;NA;0.217565197;9.037334647;NA;NA;NA;289.7039134;0.614932652;NA;0.091553497
Groot;Festuca subverticillata;Festuca subverticillata;perennial;NA;NA;NA;NA;0.17404;NA;NA;NA;NA;177.3814891;0.291620897;NA;0.269359186
Groot;Helictotrichon pubescens;Helictotrichon pubescens;perennial;NA;NA;NA;NA;0.193882251;7.643440397;NA;NA;NA;248.0535044;0.53887299;30;0.074898408
Groot;Hierochloe alpina;Hierochloe alpina;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;NA
Groot;Holcus mollis;Holcus mollis;perennial;NA;NA;NA;NA;NA;2.6;NA;NA;NA;NA;0.469485029;NA;NA
Groot;Hordeum secalinum;Hordeum secalinum;annual;NA;NA;NA;NA;0.199;NA;NA;NA;NA;NA;NA;NA;0.242
Groot;Hyparrhenia hirta;Hyparrhenia hirta;perennial;NA;NA;NA;NA;0.2;6.3;NA;NA;NA;NA;NA;NA;0.55
Groot;Koeleria macrantha;Koeleria macrantha;perennial;NA;NA;NA;NA;0.231432767;8.54170382;NA;NA;NA;150.8218503;0.522549003;NA;0.43423927
Groot;Koeleria pyramidata;Koeleria pyramidata;perennial;NA;NA;NA;NA;0.401678458;NA;NA;NA;NA;185.6372927;0.702903444;NA;0.312612613
Groot;Koeleria vallesiana;Koeleria vallesiana;perennial;NA;NA;NA;NA;0.366132113;19.775;NA;NA;NA;86.18117333;NA;NA;0.170799038
Groot;Leersia oryzoides;Leersia oryzoides;perennial;NA;NA;NA;NA;NA;16.16695749;NA;NA;NA;69.52845635;0.42575;NA;NA
Groot;Lolium multiflorum;Lolium multiflorum;annual;NA;NA;NA;NA;0.26045;17.31666667;NA;NA;NA;178.6858956;0.266641766;14.5714286;0.022
Groot;Molinia caerulea;Molinia caerulea;perennial;NA;NA;NA;NA;0.269333333;8.366751778;NA;NA;NA;56.8752851;0.41125;80;NA
Groot;Phalaris arundinacea;Phalaris arundinacea;perennial;NA;NA;NA;NA;0.252341667;NA;NA;NA;NA;159.3597052;0.473860399;NA;0.181670595
Groot;Phleum alpinum;Phleum alpinum;perennial;NA;NA;NA;NA;NA;9.103855654;NA;NA;NA;73.35000002;NA;NA;NA
Groot;Phleum phleoides;Phleum phleoides;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.35022742;NA;NA
Groot;Phragmites australis;Phragmites australis;perennial;NA;NA;NA;NA;0.18602;11.26666667;NA;NA;NA;322.7959115;0.404672131;115;0.126872908
Groot;Poa alpina;Poa alpina;perennial;NA;NA;NA;NA;NA;12.54;NA;NA;NA;NA;0.313259362;38;NA
Groot;Poa angustifolia;Poa angustifolia;perennial;NA;NA;NA;NA;0.113446154;NA;NA;NA;NA;657.7263061;0.701897019;NA;0.316453559
Groot;Poa bulbosa;Poa bulbosa;perennial;NA;NA;NA;NA;NA;10.49;NA;NA;NA;NA;NA;NA;NA
Groot;Poa compressa;Poa compressa;perennial;NA;NA;NA;NA;NA;8.044205308;NA;NA;NA;54.78892979;0.391862314;NA;NA
Groot;Poa nemoralis;Poa nemoralis;perennial;NA;NA;NA;NA;0.25;NA;NA;NA;NA;169;NA;4;0.13
Groot;Poa pratensis;Poa pratensis;perennial;NA;NA;NA;NA;0.196318683;8.90566432;NA;NA;NA;312.2654633;0.632082184;20;0.107208566
Groot;Poa trivialis;Poa trivialis;perennial;NA;NA;NA;NA;0.173758288;10.17379504;NA;NA;NA;601.5858444;0.587852808;NA;0.080269491
Groot;Puccinellia maritima;Puccinellia maritima;perennial;NA;NA;NA;NA;NA;9.166265746;NA;NA;NA;NA;0.134915186;NA;NA
Groot;Sesleria caerulea;Sesleria caerulea;perennial;NA;NA;NA;NA;0.159552632;9.7;NA;NA;NA;218.165062;NA;NA;0.250637353
Groot;Sorghum halepense;Sorghum halepense;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.31125;NA;NA
Groot;Spartina alterniflora;Spartina alterniflora;perennial;NA;NA;NA;NA;NA;5.525;NA;NA;NA;NA;0.171666667;NA;NA
Groot;Spartina anglica;Spartina anglica;perennial;NA;NA;NA;NA;NA;10.72698843;NA;NA;NA;NA;0.117938408;NA;NA
Groot;Spartina townsendii;Spartina townsendii;perennial;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.184;NA;NA
Groot;Stipa pennata;Stipa pennata;perennial;NA;NA;NA;NA;0.4617094;10.1;NA;NA;NA;45.88074833;NA;NA;0.238540863
Groot;Trisetum flavescens;Trisetum flavescens;perennial;NA;NA;NA;NA;0.175392308;8.795034255;NA;NA;NA;447.4973772;0.468430402;NA;0.166445278
Groot;Agropyron cristatum;Agropyron cristatum;perennial;NA;NA;NA;NA;0.128451606;9.53;NA;NA;NA;39.92666667;NA;100;NA
Groot;Agrostis scabra;Agrostis scabra;perennial;NA;NA;NA;NA;0.21;12.3048825;NA;NA;NA;109;NA;NA;0.2
Groot;Alloteropsis semialata;Alloteropsis semialata;perennial;NA;NA;NA;NA;0.4375;2.7625;NA;NA;NA;NA;NA;NA;0.97375
Groot;Andropogon gayanus;Andropogon gayanus;perennial;NA;NA;NA;NA;0.3;2.3;NA;NA;NA;NA;NA;NA;0.78
Groot;Andropogon gerardii;Andropogon gerardii;perennial;NA;NA;NA;NA;0.216966667;9.393158056;NA;NA;NA;60.09709758;0.467881279;167.7033333;0.408045977
Groot;Andropogon hallii;Andropogon hallii;perennial;NA;NA;NA;NA;0.3;7.7;NA;NA;NA;NA;NA;68.58;0.41
Groot;Aristida holathera;Aristida holathera;1|2;NA;NA;NA;NA;0.375;2.975;NA;NA;NA;NA;NA;NA;0.745
Groot;Aristida inaequiglumis;Aristida inaequiglumis;perennial;NA;NA;NA;NA;0.25;3.8;NA;NA;NA;NA;NA;NA;0.585
Groot;Aristida oligantha;Aristida oligantha;annual;NA;NA;NA;NA;0.1947;NA;NA;NA;NA;126.9533509;0.256134375;101.6;0.302611771
Groot;Aristida purpurea;Aristida purpurea;perennial;NA;NA;NA;NA;0.2614;6.528089643;NA;NA;NA;26.65175783;0.366204139;131.5133333;0.356693928
Groot;Arthraxon hispidus;Arthraxon hispidus;annual;NA;NA;NA;NA;0.598;4.43;NA;NA;NA;13.06;NA;NA;NA
Groot;Avena sterilis;Avena sterilis;annual;NA;NA;NA;NA;0.483;NA;NA;NA;NA;95.222;0.451915316;NA;0.058
Groot;Bewsia biflora;Bewsia biflora;perennial;NA;NA;NA;NA;0.3;4.8;NA;NA;NA;NA;NA;NA;0.54
Groot;Bothriochloa insculpta;Bothriochloa insculpta;perennial;NA;NA;NA;NA;0.3;4.14;NA;NA;NA;NA;NA;NA;0.556
Groot;Bouteloua curtipendula;Bouteloua curtipendula;perennial;NA;NA;NA;NA;0.225233333;13.6452491;NA;NA;NA;108.473243;0.404404903;NA;0.311237007
Groot;Brachiaria mutica;Brachiaria mutica;perennial;NA;NA;NA;NA;0.4;3;NA;NA;NA;NA;NA;NA;0.6
Groot;Brachiaria pubigera;Brachiaria pubigera;annual;NA;NA;NA;NA;0.3;7.8;NA;NA;NA;NA;NA;NA;0.37
Groot;Brachypodium phoenicoides;Brachypodium phoenicoides;perennial;NA;NA;NA;NA;0.286997355;11.09666667;NA;NA;NA;133.1133333;0.374;NA;0.089
Groot;Bromus anomalus;Bromus anomalus;perennial;NA;NA;NA;NA;0.192933333;8.671428571;NA;NA;NA;263.1039556;NA;NA;0.104648457
Groot;Bromus catharticus;Bromus catharticus;perennial;NA;NA;NA;NA;0.30525;4.9;NA;NA;NA;129.3385704;0.28;NA;0.079079135
Groot;Bromus commutatus;Bromus commutatus;annual;NA;NA;NA;NA;0.16;NA;NA;NA;NA;NA;NA;150;0.151
Groot;Bromus hordeaceus;Bromus hordeaceus;annual;NA;NA;NA;NA;0.213508456;8.874774068;NA;NA;NA;471.2364007;0.391482632;NA;0.137083333
Groot;Bromus madritensis;Bromus madritensis;annual;NA;NA;NA;NA;0.243505039;10.78666667;NA;NA;NA;341.3066667;0.390333333;NA;0.0645
Groot;Calamagrostis canadensis;Calamagrostis canadensis;perennial;NA;NA;NA;NA;0.22;23.4462575;NA;NA;NA;105.5834016;0.257249738;37.6111111;0.11
Groot;Calamagrostis lapponica;Calamagrostis lapponica;perennial;NA;NA;NA;NA;0.61;9.028617016;NA;NA;NA;NA;NA;3.3;NA
Groot;Calamovilfa longifolia;Calamovilfa longifolia;perennial;NA;NA;NA;NA;0.48;5.2246;NA;NA;NA;33;NA;178.872;0.18
Groot;Chionochloa crassiuscula;Chionochloa crassiuscula;perennial;NA;NA;NA;NA;0.3;5;NA;NA;NA;NA;NA;NA;0.3
Groot;Chionochloa rigida;Chionochloa rigida;perennial;NA;NA;NA;NA;0.15;5.250536667;NA;NA;NA;NA;NA;NA;0.415
Groot;Chionochloa rubra;Chionochloa rubra;perennial;NA;NA;NA;NA;0.18;7.68;NA;NA;NA;NA;NA;NA;0.345
Groot;Chionochloa teretifolia;Chionochloa teretifolia;perennial;NA;NA;NA;NA;0.25;5.35;NA;NA;NA;NA;NA;NA;0.38
Groot;Chloris pycnothrix;Chloris pycnothrix;1|2;NA;NA;NA;NA;0.564;5.35;NA;NA;NA;19.98;NA;NA;NA
Groot;Chloris verticillata;Chloris verticillata;perennial;NA;NA;NA;NA;0.2094;NA;NA;NA;NA;74.40081704;0.384538532;NA;0.4036723
Groot;Chrysopogon benthamianus;Chrysopogon benthamianus;perennial;NA;NA;NA;NA;0.75;3.166666667;NA;NA;NA;NA;NA;NA;0.39
Groot;Chrysopogon latifolius;Chrysopogon latifolius;perennial;NA;NA;NA;NA;0.833333333;3.2;NA;NA;NA;NA;NA;NA;0.283333333
Groot;Cleistogenes squarrosa;Cleistogenes squarrosa;perennial;NA;NA;NA;NA;0.155341742;5.858;NA;NA;NA;34.2095;NA;NA;NA
Groot;Coelorachis rottboellioides;Coelorachis rottboellioides;perennial;NA;NA;NA;NA;0.333333333;2.5;NA;NA;NA;NA;NA;NA;0.69
Groot;Cymbopogon obtectus;Cymbopogon obtectus;perennial;NA;NA;NA;NA;0.3;4.6;NA;NA;NA;NA;NA;NA;0.62
Groot;Dactyloctenium australe;Dactyloctenium australe;perennial;NA;NA;NA;NA;0.1;5.4;NA;NA;NA;NA;NA;NA;0.7
Groot;Danthonia intermedia;Danthonia intermedia;perennial;NA;NA;NA;NA;0.3774;NA;NA;NA;NA;15.56514286;NA;NA;0.583333333
Groot;Digitaria bicornis;Digitaria bicornis;annual;NA;NA;NA;NA;0.2;3.7;NA;NA;NA;NA;NA;NA;0.72
Groot;Digitaria longiflora;Digitaria longiflora;1|2;NA;NA;NA;NA;0.2;7;NA;NA;NA;NA;NA;NA;0.62
Groot;Digitaria setigera;Digitaria setigera;annual;NA;NA;NA;NA;0.355;12.67;NA;NA;NA;36.09;NA;NA;NA
Groot;Diheteropogon filifolius;Diheteropogon filifolius;perennial;NA;NA;NA;NA;0.2;5.5;NA;NA;NA;NA;NA;NA;0.63
Groot;Dupontia fisheri;Dupontia fisheri;perennial;NA;NA;NA;NA;0.03;NA;NA;NA;NA;NA;NA;14.25;NA
Groot;Ehrharta stipoides;Ehrharta stipoides;perennial;NA;NA;NA;NA;0.177587467;NA;NA;NA;NA;195.060886;0.088935992;91.5;NA
Groot;Eleusine indica;Eleusine indica;annual;NA;NA;NA;NA;0.1162;NA;NA;NA;NA;317.399968;0.236385597;NA;0.29663462
Groot;Elionurus muticus;Elionurus muticus;perennial;NA;NA;NA;NA;0.4;3.8;NA;NA;NA;NA;NA;NA;0.53
Groot;Elymus canadensis;Elymus canadensis;perennial;NA;NA;NA;NA;0.202888333;15.56192833;NA;NA;NA;144.710255;0.427228491;55.88;0.191672583
Groot;Elymus hondae;Elymus hondae;perennial;NA;NA;NA;NA;0.152306746;NA;NA;NA;NA;NA;NA;NA;0.356212319
Groot;Elymus lanceolatus;Elymus lanceolatus;perennial;NA;NA;NA;NA;0.221186667;NA;NA;NA;NA;94.78007133;NA;125;0.30820288
Groot;Elymus riparius;Elymus riparius;perennial;NA;NA;NA;NA;0.1613;NA;NA;NA;NA;200.1491864;0.31;NA;NA
Groot;Elymus scabrus;Elymus scabrus;perennial;NA;NA;NA;NA;0.2;5.9;NA;NA;NA;NA;NA;NA;0.53
Groot;Elymus spicatus;Elymus spicatus;perennial;NA;NA;NA;NA;0.237714286;NA;NA;NA;NA;103.8213416;0.46;125.525508;0.153771092
Groot;Elymus villosus;Elymus villosus;perennial;NA;NA;NA;NA;0.150375;NA;NA;NA;NA;148.1719818;0.2471782;NA;0.403540218
Groot;Elymus virginicus;Elymus virginicus;perennial;NA;NA;NA;NA;0.210707857;NA;NA;NA;NA;253.2097108;0.328824272;NA;0.161021321
Groot;Enneapogon polyphyllus;Enneapogon polyphyllus;1|2;NA;NA;NA;NA;0.6;3.7;NA;NA;NA;NA;NA;NA;0.44
Groot;Eragrostis capensis;Eragrostis capensis;perennial;NA;NA;NA;NA;0.233333333;5.333333333;NA;NA;NA;NA;NA;NA;0.75
Groot;Eragrostis cumingii;Eragrostis cumingii;perennial;NA;NA;NA;NA;0.3;7.8;NA;NA;NA;NA;NA;NA;0.34
Groot;Eragrostis curvula;Eragrostis curvula;perennial;NA;NA;NA;NA;0.3;5.6;NA;NA;NA;NA;NA;NA;0.53
Groot;Eragrostis pectinacea;Eragrostis pectinacea;annual;NA;NA;NA;NA;0.15845;NA;NA;NA;NA;197.8109177;0.248395284;NA;0.31908446
Groot;Eragrostis superba;Eragrostis superba;perennial;NA;NA;NA;NA;0.25;6.05;NA;NA;NA;NA;NA;NA;0.685
Groot;Eragrostis trichodes;Eragrostis trichodes;perennial;NA;NA;NA;NA;0.21;NA;NA;NA;NA;73;NA;NA;0.39
Groot;Eriachne aristidea;Eriachne aristidea;1|2;NA;NA;NA;NA;0.9;4.5;NA;NA;NA;NA;NA;NA;0.33
Groot;Eriachne ciliata;Eriachne ciliata;annual;NA;NA;NA;NA;0.55;3.05;NA;NA;NA;NA;NA;NA;0.54
Groot;Eriachne obtusa;Eriachne obtusa;perennial;NA;NA;NA;NA;0.3;2.65;NA;NA;NA;NA;NA;NA;0.34
Groot;Eulalia aurea;Eulalia aurea;perennial;NA;NA;NA;NA;0.4;2.3;NA;NA;NA;NA;NA;NA;0.42
Groot;Festuca christianii-bernardii;Festuca christianii-bernardii;perennial;NA;NA;NA;NA;0.244333333;9.18;NA;NA;NA;215.4633333;0.45;76.07;0.1165
Groot;Festuca guestfalica;Festuca guestfalica;perennial;NA;NA;NA;NA;0.124066667;NA;NA;NA;NA;168.2996042;0.780297661;NA;0.482894737
Groot;Festuca hallii;Festuca hallii;perennial;NA;NA;NA;NA;0.20186;NA;NA;NA;NA;82.94415808;NA;NA;0.499767239
Groot;Festuca nigrescens;Festuca nigrescens;perennial;NA;NA;NA;NA;0.124733333;NA;NA;NA;NA;188.8395382;0.619047619;NA;0.471014493
Groot;Festuca novae-zealandiae;Festuca novae-zealandiae;perennial;NA;NA;NA;NA;0.181818182;6.036363636;NA;NA;NA;46.0132553;NA;NA;0.294082736
Groot;Festuca thurberi;Festuca thurberi;perennial;NA;NA;NA;NA;0.6309925;7.735753286;NA;NA;NA;37.3688317;NA;NA;NA
Groot;Harpochloa falx;Harpochloa falx;perennial;NA;NA;NA;NA;0.2;1;NA;NA;NA;NA;NA;NA;0.48
Groot;Helictotrichon pratense;Helictotrichon pratense;perennial;NA;NA;NA;NA;0.1543;NA;NA;NA;NA;85.98480816;0.507531133;NA;0.669747899
Groot;Heteropogon contortus;Heteropogon contortus;perennial;NA;NA;NA;NA;0.25;4.15;NA;NA;NA;NA;0.29;NA;0.62
Groot;Heteropogon triticeus;Heteropogon triticeus;perennial;NA;NA;NA;NA;0.3;2.933333333;NA;NA;NA;NA;NA;NA;0.611111111
Groot;Hordeum jubatum;Hordeum jubatum;perennial;NA;NA;NA;NA;0.183208333;NA;NA;NA;NA;151.314399;0.437538435;NA;0.277054913
Groot;Hordeum marinum;Hordeum marinum;annual;NA;NA;NA;NA;0.246;NA;NA;NA;NA;NA;NA;NA;0.178
Groot;Hordeum murinum;Hordeum murinum;annual;NA;NA;NA;NA;0.217582152;NA;NA;NA;NA;204.9930273;0.309255778;10;NA
Groot;Hordeum pusillum;Hordeum pusillum;perennial;NA;NA;NA;NA;0.1830875;NA;NA;NA;NA;157.1579379;0.46335377;NA;0.278984039
Groot;Hordeum spontaneum;Hordeum spontaneum;perennial;NA;NA;NA;NA;0.585;NA;NA;NA;NA;64.675;0.478111111;NA;0.059
Groot;Hordeum vulgare;Hordeum vulgare;annual;NA;NA;NA;NA;0.747;NA;NA;NA;NA;56.512;0.291287037;NA;0.041
Groot;Hyparrhenia filipendula;Hyparrhenia filipendula;perennial;NA;NA;NA;NA;0.25;4.85;NA;NA;NA;NA;NA;NA;0.66
Groot;Hyperthelia dissoluta;Hyperthelia dissoluta;perennial;NA;NA;NA;NA;0.3;3.1;NA;NA;NA;NA;NA;NA;0.65
Groot;Leptochloa fusca;Leptochloa fusca;perennial;NA;NA;NA;NA;0.2;5;NA;NA;NA;NA;NA;NA;0.7
