Database;species;species_tpl;plant.duration;Germination_p;Height_cm;LDMC_mg.g;LeafN.mass_mg.g;Root.diameter_mm;RootN.mass_mg.g;RS.ratio;Seed.mass_mg;SLA_mm2.mg;SRL_m.g;RMF_g.g;Root.depth_cm;Root.tissue.density_g.cm3
Larsonetal.2015;Elymus elymoides;Elymus elymoides;perennial;60.47444618;NA;249.475;NA;NA;NA;NA;2;20.8725;69.19;NA;NA;NA
Larsonetal.2015;Elymus lanceolatus;Elymus lanceolatus;perennial;82.47422682;NA;244.725;NA;NA;NA;NA;2.95;18.225;101.66;NA;NA;NA
Larsonetal.2015;Elymus lanceolatus;Elymus lanceolatus;perennial;90.97251747;NA;218.225;NA;NA;NA;NA;2.99;21.6675;131.3575;NA;NA;NA
Larsonetal.2015;Elymus multisetus;Elymus multisetus;perennial;27.18172985;NA;244.525;NA;NA;NA;NA;2.51;20.8825;83.55;NA;NA;NA
Larsonetal.2015;Elymus trachycaulus;Elymus trachycaulus;perennial;97.6171024;NA;224.35;NA;NA;NA;NA;3.92;23.5575;134.7725;NA;NA;NA
Larsonetal.2015;Elymus trachycaulus;Elymus trachycaulus;perennial;58.97886035;NA;219.975;NA;NA;NA;NA;3.56;25.28;121.2975;NA;NA;NA
Larsonetal.2015;Elymus wawawaiensis ;Elymus wawawaiensis;perennial;54.67439065;NA;230.325;NA;NA;NA;NA;2.13;24.9175;91.19;NA;NA;NA
Larsonetal.2015;Eremopyrum triticeum;Eremopyrum triticeum;annual;18.63354035;NA;216.675;NA;NA;NA;NA;1.18;25.1325;128.5325;NA;NA;NA
Larsonetal.2015;Festuca idahoensis;Festuca idahoensis;perennial;94.84619935;NA;255.775;NA;NA;NA;NA;1.05;18.985;130.72;NA;NA;NA
Larsonetal.2015;Festuca ovina;Festuca ovina;perennial;75.94864185;NA;253.85;NA;NA;NA;NA;0.7;18.6675;167.4325;NA;NA;NA
Larsonetal.2015;Hesperostipa comata;Hesperostipa comata;perennial;51.41106123;NA;357.05;NA;NA;NA;NA;4.75;12.18;118.4725;NA;NA;NA
Larsonetal.2015;Koeleria macrantha;Koeleria macrantha;perennial;84.44764913;NA;273.375;NA;NA;NA;NA;0.28;17.525;211.0275;NA;NA;NA
Larsonetal.2015;Leymus cinereus;Leymus cinereus;perennial;90.61911998;NA;225.05;NA;NA;NA;NA;2.85;23.1125;71.905;NA;NA;NA
Larsonetal.2015;Lolium multiflorum;Lolium multiflorum;annual;29.13934092;NA;178.9;NA;NA;NA;NA;3.2;27.865;136.6;NA;NA;NA
Larsonetal.2015;Elymus smithii;Elymus smithii;perennial;92.60415277;NA;239.125;NA;NA;NA;NA;4.71;16.5375;73.6375;NA;NA;NA
Larsonetal.2015;Elymus smithii;Elymus smithii;perennial;71.28830915;NA;249.375;NA;NA;NA;NA;4.08;17.3425;68.1225;NA;NA;NA
Larsonetal.2015;Poa secunda;Pseudosclerochloa rupestris;perennial;47.67857143;NA;225.525;NA;NA;NA;NA;0.42;25.095;153.085;NA;NA;NA
Larsonetal.2015;Poa secunda;Pseudosclerochloa rupestris;perennial;83.78353078;NA;219.1;NA;NA;NA;NA;0.44;23.6475;160.25;NA;NA;NA
Larsonetal.2015;Poa secunda;Pseudosclerochloa rupestris;perennial;43.63250678;NA;244.75;NA;NA;NA;NA;0.46;26.9975;147.525;NA;NA;NA
Larsonetal.2015;Poa secunda;Pseudosclerochloa rupestris;perennial;21.51854678;NA;256.625;NA;NA;NA;NA;0.46;23.6525;89.775;NA;NA;NA
Larsonetal.2015;Psathyrostachys juncea ;Psathyrostachys juncea;perennial;97.98941797;NA;254.175;NA;NA;NA;NA;3.18;20.1375;134.39;NA;NA;NA
Larsonetal.2015;Psathyrostachys juncea ;Psathyrostachys juncea;perennial;92.98245612;NA;249.475;NA;NA;NA;NA;3.78;18.3975;116.83;NA;NA;NA
Larsonetal.2015;Psathyrostachys juncea ;Psathyrostachys juncea;perennial;14.2957183;NA;254.425;NA;NA;NA;NA;2.5;16.3775;65.2225;NA;NA;NA
Larsonetal.2015;Pseudoroegneria spicata;Elymus spicatus;perennial;77.02011965;NA;261.925;NA;NA;NA;NA;4.22;22.6425;88.85;NA;NA;NA
Larsonetal.2015;Pseudoroegneria spicata;Elymus spicatus;perennial;69.95925518;NA;237.425;NA;NA;NA;NA;4.77;26.2475;99.7975;NA;NA;NA
Larsonetal.2015;Pseudoroegneria spicata;Elymus spicatus;perennial;79.04215475;NA;249.65;NA;NA;NA;NA;2.96;23.8075;77.4125;NA;NA;NA
Larsonetal.2015;Pseudoroegneria spicata;Elymus spicatus;perennial;92.04712813;NA;270.25;NA;NA;NA;NA;3.38;20.9325;95.16;NA;NA;NA
Larsonetal.2015;Thinopyrum intermedium;Thinopyrum intermedium;perennial;92.2387648;NA;213.1;NA;NA;NA;NA;5.27;24.26;98.3125;NA;NA;NA
Larsonetal.2015;Thinopyrum obtusiflorum;Thinopyrum obtusiflorum;perennial;90.25651927;NA;218.575;NA;NA;NA;NA;5.73;19.07;103.185;NA;NA;NA
Voseetal;Avena barbata;Avena barbata;annual;NA;NA;NA;NA;0.369750374;NA;NA;NA;NA;148.9583129;0.608772688;NA;0.065825654
Voseetal;Bromus diandrus;Bromus diandrus;annual;NA;NA;NA;NA;NA;NA;NA;7.88;NA;NA;NA;NA;NA
Voseetal;Bromus madritensis;Bromus madritensis;annual;NA;NA;NA;NA;0.270723077;NA;NA;1.175;NA;280.8588766;0.503828913;NA;0.062144732
Voseetal;Leymus condesatus;Leymus condensatus;perennial;NA;NA;NA;35.63333333;0.412271429;NA;NA;1.85;98.76055331;98.09569611;0.654486373;NA;0.083307199
Voseetal;Stipa pulchra;Nassella pulchra;perennial;NA;NA;NA;42.5;0.352586667;NA;NA;3.795;90.52768043;132.6970211;0.533601468;NA;0.078745746
Arredondoetal1998;Bromus tectorum;Bromus tectorum;annual;NA;NA;NA;NA;NA;NA;NA;NA;26.2;426;NA;NA;NA
Arredondoetal1998;Taeniatherum caput-medusae;Taeniatherum caput-medusae;annual;NA;NA;NA;NA;NA;NA;NA;NA;18.5;398;NA;NA;NA
Larsonetal.2021;Andropogon gerardii;Andropogon gerardii;perennial;NA;12.50000004;NA;15.91279296;0.704266667;NA;NA;NA;35.40296187;NA;NA;NA;NA
Larsonetal.2021;Aristida purpurea;Aristida purpurea;perennial;NA;8.6;NA;14.93052763;0.7061;NA;NA;NA;35.63325924;NA;NA;NA;NA
Larsonetal.2021;Arrhenatherum elatius;Arrhenatherum elatius;perennial;NA;47.15000002;NA;NA;0.3197;NA;NA;NA;29.66881601;NA;NA;NA;NA
Larsonetal.2021;Bouteloua curtipendula;Bouteloua curtipendula;perennial;NA;24.74999999;NA;16.62321952;0.597475;NA;NA;NA;36.44269651;NA;NA;NA;NA
Larsonetal.2021;Bromus inermis;Bromus inermis;perennial;NA;15;NA;NA;0.6827;NA;NA;NA;46.32000938;NA;NA;NA;NA
Larsonetal.2021;Bromus japonicus;Bromus japonicus;annual;NA;28.24999998;NA;20.89820205;0.5409;NA;NA;NA;39.52037908;NA;NA;NA;NA
Larsonetal.2021;Bromus tectorum;Bromus tectorum;annual;NA;21.75000001;NA;NA;0.5728;NA;NA;NA;44.62676511;NA;NA;NA;NA
Larsonetal.2021;Dactylis glomerata;Dactylis glomerata;perennial;NA;22.24999997;NA;NA;0.422325;NA;NA;NA;45.98682903;NA;NA;NA;NA
Larsonetal.2021;Elymus elymoides;Elymus elymoides;perennial;NA;25.5;NA;20.30413791;0.62075;NA;NA;NA;20.09919548;NA;NA;NA;NA
Larsonetal.2021;Elymus repens;Elymus repens;perennial;NA;22.25000001;NA;NA;0.408375;NA;NA;NA;30.70408395;NA;NA;NA;NA
Larsonetal.2021;Koeleria macrantha;Koeleria macrantha;perennial;NA;13.60000002;NA;15.40108949;0.26642;NA;NA;NA;20.11786759;NA;NA;NA;NA
Larsonetal.2021;Panicum virgatum;Panicum virgatum;perennial;NA;46.74999998;NA;NA;0.390525;NA;NA;NA;29.18108207;NA;NA;NA;NA
Larsonetal.2021;Phleum pratense;Phleum pratense;perennial;NA;45.74999999;NA;NA;0.385975;NA;NA;NA;41.5253909;NA;NA;NA;NA
Larsonetal.2021;Poa compressa;Poa compressa;perennial;NA;10.87499998;NA;16.92960243;0.5316;NA;NA;NA;43.86319584;NA;NA;NA;NA
Larsonetal.2021;Poa pratensis;Poa pratensis;perennial;NA;21;NA;15.75278493;0.476275;NA;NA;NA;32.34145082;NA;NA;NA;NA
Larsonetal.2021;Schizachyrium scoparium;Schizachyrium scoparium;perennial;NA;14.99999999;NA;14.38005936;0.563175;NA;NA;NA;29.88227637;NA;NA;NA;NA
Larsonetal.2021;Sorghastrum nutans;Sorghastrum nutans;perennial;NA;26.33333337;NA;NA;0.5351;NA;NA;NA;29.61223141;NA;NA;NA;NA
Larsonetal.2021;Sporobolus compositus;Sporobolus compositus;perennial;NA;21.33333332;NA;NA;0.491916667;NA;NA;NA;28.13377391;NA;NA;NA;NA
Larsonetal.2021;Vulpia octoflora;Vulpia octoflora;annual;NA;12.75;NA;NA;0.352725;NA;NA;NA;53.49578715;NA;NA;NA;NA
